,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ADGRB3,597.742084250786,-1.069368391498344,0.33430205857912376,-3.1988088737576295,0.0013799662122944898,0.04999303337411423
ERBB2IP,258.7541697967427,0.8845536755354192,0.2766614007368782,3.1972428144274576,0.0013874807740296413,0.05001765667166953
RAPH1,54.301537093764686,-1.3757817755292683,0.4308384826071568,-3.193265762157372,0.001406734140396681,0.050216977753282495
SHISA5,21.9747126183746,1.5584581761568033,0.48787492238047525,3.1943805772033933,0.0014013124931120653,0.050216977753282495
ENTPD1-AS1,97.29566507904913,-1.145031618676332,0.35885977991646206,-3.1907493755440655,0.001419043183204328,0.050410475799462486
SPDYE16,14.208096630110598,-2.1144888914495645,0.6640372844425907,-3.184292420002468,0.0014510834365953653,0.05129965501934726
EFNA1,13.469990108413734,1.9647438676170175,0.6174832305075154,3.1818578554792096,0.0014633361867636703,0.051484106801617975
MAMDC2,29.5621870511947,-1.5252323188507588,0.48088870760647145,-3.1716950195031637,0.0015155207287424245,0.05306497939204336
PELI2,30.66097999168548,-1.4470466408705527,0.4570474070126959,-3.1660755944959478,0.001545106339657073,0.05384327711243076
NR4A1,16.73991724516923,-2.5430615061444417,0.8041951473531056,-3.162244281769877,0.0015655817132110225,0.0542982321198022
CP,10.35984678603792,2.7233002452286095,0.8625733438904397,3.157181084388473,0.0015930238474978116,0.05473121369008913
KLF6,20.322093691375148,1.5351848803083201,0.48623556743912383,3.1572862684516054,0.0015924492823532225,0.05473121369008913
RP11-436K8.1,55.802024410591024,-1.2721019493102552,0.40335096248802665,-3.1538339253325005,0.0016114075813545236,0.05510411532874955
CEP85L,74.04759900373234,-1.1059297230079719,0.35137924421048267,-3.1473962712080388,0.0016473154264887108,0.05607001995834598
TFEB,19.974109111422354,1.8643621856349917,0.5928251697227146,3.14487690613241,0.0016615672587470798,0.05629328333107004
HSPA1B,55.77833426499854,2.3068024090164094,0.7338520359421902,3.1434162420149363,0.0016698819758028626,0.05631426865864216
PIM3,15.82867717989835,1.9587903228510852,0.6240407771454316,3.1388819362273703,0.0016959376278849912,0.05693060349019434
LDAH,19.071111140819077,-1.877204190227663,0.5984722357968449,-3.1366604462915992,0.001708839079507068,0.05710175517731837
CIRBP,152.28289102826824,-1.0079307318914565,0.32163756517865394,-3.1337469282594537,0.0017258963624678253,0.05740958900245248
MIR181A2HG,13.166792390116122,-2.1025298855465784,0.6715460393591963,-3.130879734698246,0.001742835169089352,0.05771071387961936
INTU,83.73412693995654,-1.0938141760603828,0.3501186023126388,-3.124124707557413,0.0017833485592000447,0.058786237640657324
RP11-248J23.7,31.266388190112067,-1.3710974189743235,0.43924975072825273,-3.121452924449284,0.0017996101773277747,0.05905626581921371
